168A,Jaibheemanagara,Krishnarajendra Market,23,10.6,72,AC
168D,Tavare Kere,Kempegowda Bus Station,29,11.2,67,AC
168E,Jaibheemanagara,Kempegowda Bus Station,28,14.9,89,AC
169,Kurubarahalli,Jeevanahalli,25,15,99,AC
171,Koramangala,Kempegowda Bus Station,15,16.9,110,AC
171E,Koramangala,Kamalanagar BEML layout,15,21.6,99,AC
171F,Kempegowda Bus Station,Karnataka Housing Complex,25,13.5,103,AC
171G,Koramangala,Kempegowda Bus Station,18,14.9,96,AC
171H,Karnataka Housing Complex,Kempegowda Bus Station,28,14.5,69,AC
171J,Koramangala,Kempegowda Bus Station,30,16.9,116,AC
173A,Koramangala,Chowdeshwari Bus Stand JP Park,26,23.7,95,AC
174,Mahalakshmi Layout,Koramangala,19,20.4,72,AC
176,Hampinagara RPC Layout,Kaval Byrasandra,17,17.8,69,AC
176A,MCTC Bus Stand,Kaval Byrasandra,19,18.8,90,AC
176C,Chandra Layout,Sulthan Palya,29,18.5,83,AC
176CA,Chandra Layout,Manorayana Palya,22,19.1,110,AC
176D,GKW Layout,Ganga Nagara,28,17.2,92,AC
176E,BCC Layout,Kaval Byrasandra,19,19.2,94,AC
177,NRColony,Chowdeshwari Bus Stand JP Park,22,17.8,89,AC
180,KHB Colony,Kaval Byrasandra,22,16.2,74,AC
181,KAVERI NAGARA,Jayanagara 9th Block,21,19.4,103,AC
181A,Mahadeshwara Nagara 16th Main,Bhima Jyothi Nagara,18,21,110,AC
182,Padmanabha Nagara Rock,Shivajinagar Bus Station,24,15.8,116,AC
184,Shankar Mutt,BTM Layout South,17,21,114,AC
189,Mahalakshmi Layout,JP Nagara 3rd Phase,29,20.7,69,AC
190,Srinagara,Jeevan Bhimanagara Bus stand,26,25.2,67,AC
195,Shivajinagar Bus Station,Chandra Layout,15,14.6,84,AC
195A,Chandra Layout 1st Stage,Shivajinagar Bus Station,27,15.9,99,AC
196,Saraswathi Nagara Vijayanagara,Shivajinagar Bus Station,19,13.4,79,AC
197,Sulthan Palya,Jeevan Bhimanagara Bus stand,30,18,75,AC
201,Srinagara,Domlur TTMC Bus Stand,15,29.6,83,AC
201A,Srinagara,Domlur,19,28.7,60,AC
201C,Banashankari Bus Station,Madiwala MARKET,26,6.1,81,AC
201H,Avalahalli BDA Park,Koramangala,15,15.9,95,AC
201J,Padmanabha Nagara Rock,Jeevan Bhimanagara Bus stand,27,20.9,92,AC
201K,Jaraganahalli House Building Co-Op-Society Layout,Domlur TTMC Bus Stand,22,23.9,87,AC
201L,Srinagara,Domlur TTMC Bus Stand,29,29.1,97,AC
201M,Hampinagara 7th Main,Jeevan Bhimanagara Bus stand,18,30,70,AC
201MA,Madivala Mosque,Jeevan Bhimanagara Bus stand,24,12,77,AC
201MD,JPNagara 6th Phase,Domlur TTMC Bus Stand,25,14.4,64,AC
201MJ,BANASHANKARI TTMC,Jeevanahalli,21,16.88,89,AC
201N,Srinagara,Domlur TTMC Bus Stand,16,29.1,112,AC
201Q,Central Silk Board,Jeevan Bhimanagara Bus stand,28,13.5,101,AC
201S,Banashankari Bus Station,Domlur TTMC Bus Stand,27,22.5,78,AC
201U,AGS Layout,Baiyappanahalli Satellite Bus Station,29,22.1,87,AC
V-201R,Srinagara,C V Ramanagra,24,30.2,117,AC
203,JP Nagara 3rd Phase,Yeshwanthpur TTMC,23,22.3,100,AC
210,Krishnarajendra Market,Uttarahalli,25,13.2,100,AC
210A,Kempegowda Bus Station,ISRO Layout,29,14.4,100,AC
210B,Krishnarajendra Market,Chunchaghatta,15,11.6,100,AC
210C,Krishnarajendra Market,Karishma hills,30,14.7,93,AC
210CA,Kempegowda Bus Station,Gubbalala,21,17,114,AC
210CD,Banashankari Bus Station,Maruthinagara,28,8.5,102,AC
210D,Krishnarajendra Market,Vasanthapura,29,16.6,90,AC
210E,Kempegowda Bus Station,Vasanthapura,30,16.5,85,AC
210EA,Kempegowda Bus Station,BGS Hospital,19,21,103,AC
210F,Shivajinagar Bus Station,Uttarahalli,30,18.5,109,AC
210FA,Shivajinagar Bus Station,Poornapragna Layout,20,21.33,89,AC
210G,Shivajinagar Bus Station,Vasanthapura,28,20,91,AC
210GA,Shivajinagar Bus Station,Kumaraswamy Layout West,24,18.4,78,AC
210H,Shivajinagar Bus Station,Uttarahalli,23,20,120,AC
210I,Kempegowda Bus Station,Chikkallasandra Bus Stand,18,15,88,AC
210J,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,25,15,70,AC
210KA,Kempegowda Bus Station,Bharath House building Co-operative Society layout,25,15.5,84,AC
210N,Kempegowda Bus Station,Uttarahalli,26,15.8,72,AC
210NA,Kempegowda Bus Station,Poornapragna Layout,16,19,97,AC
210NB,Kempegowda Bus Station,Banashankari 5th Stage,17,18.3,94,AC
210NC,Kempegowda Bus Station,BHEL Layout Maramma Temple,18,21,92,AC
210P,Kempegowda Bus Station,Chikkallasandra Bus Stand,19,15.7,73,AC
210Q,Shivajinagar Bus Station,Chikkallasandra Bus Stand,19,18,113,AC
210R,Kempegowda Bus Station,Vasanthapura,19,16.2,118,AC
210T,Banashankari Bus Station,Banashankari Bus Station,25,12.7,87,AC
210U,Kempegowda Bus Station,Kumaraswamy Layout West,23,14.1,75,AC
210V,Banashankari Bus Station,Banashankari Bus Station,16,12.7,109,AC
210W,Kempegowda Bus Station,Karishma hills,21,18.9,91,AC
210WA,Kempegowda Bus Station,Thurahalli,30,18.8,73,AC
210X,Kempegowda Bus Station,Chandranagara,19,15.1,69,AC
210Z,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,16,14.5,96,AC
210ZA,Kempegowda Bus Station,Chikkalasandra Ramanjaneya Layout,26,16.7,118,AC
211,Krishnarajendra Market,Somanahalli,29,30.01,113,AC
211A,Krishnarajendra Market,Vajramuneshwara Temple,30,16,71,AC
211AA,Kempegowda Bus Station,Mallasandra,20,21.3,89,AC
211B,Kempegowda Bus Station,Somanahalli,28,31.7,105,AC
211C,Krishnarajendra Market,Gulaka Malai,25,22.9,73,AC
211D,Krishnarajendra Market,Naganayakanahalli,18,28.6,92,AC
211DA,Krishnarajendra Market,Mallipalya,15,29.3,115,AC
211E,Krishnarajendra Market,Karenahalli,30,29.7,100,AC
211F,Kempegowda Bus Station,Kaggalipura,20,31,113,AC
211G,Krishnarajendra Market,Kodipalya,30,31.2,82,AC
211H,Krishnarajendra Market,Mukkodlu,26,31.8,70,AC
211J,Kempegowda Bus Station,Vaddarapalya,25,27.3,84,AC
211K,Krishnarajendra Market,Gudipalya,26,27.5,72,AC
211L,Kempegowda Bus Station,BCC Layout,22,18.1,72,AC
211M,Krishnarajendra Market,Honnalagana Doddi,20,44.5,81,AC
211N,Krishnarajendra Market,Bidadi,21,42,73,AC
211P,Krishnarajendra Market,Chudahalli,29,26.8,102,AC
211Q,Krishnarajendra Market,Kattalepalya,28,31.7,75,AC
211R,Krishnarajendra Market,Anchipura Colony,17,36.4,66,AC
211RA,Krishnarajendra Market,Byramangala,29,40.8,61,AC
211T,Krishnarajendra Market,OB Choodahalli,16,23.28,67,AC
211U,Kempegowda Bus Station,Judicial Layout,24,19.7,112,AC
212,Krishnarajendra Market,Agara,24,21.5,71,AC
212B,Krishnarajendra Market,Narayanapura,16,37.8,76,AC
212C,Krishnarajendra Market,Nagegowdana Palya,16,19.5,82,AC
212D,Kempegowda Bus Station,Agara,18,25.6,72,AC
212M,Banashankari Bus Station,Kengeri TTMC,28,28.3,109,AC
213,Krishnarajendra Market,Ravogodlu,30,33.4,69,AC
213A,Krishnarajendra Market,Nettigere,22,28.7,92,AC
213B,Krishnarajendra Market,Kagalahalli,22,34.4,116,AC
213C,Krishnarajendra Market,Nawkal palya,25,25.1,98,AC
213D,Krishnarajendra Market,Kempaiahanapalya,19,44.1,66,AC
213DA,Krishnarajendra Market,Byramangala,17,42,73,AC
213DB,Krishnarajendra Market,Arasu Colony,27,48.3,77,AC
213DC,Krishnarajendra Market,Kempaiahanapalya,19,45.4,90,AC
213E,Krishnarajendra Market,Thokathimmanadoddi,27,32.3,74,AC
213F,Krishnarajendra Market,Bannigiri,26,34.1,110,AC
213FA,Krishnarajendra Market,Kodipalya,23,34,64,AC
213G,Krishnarajendra Market,New Gabadi,20,34.1,89,AC
213H,Krishnarajendra Market,Betta Halli Kaval,26,34.4,96,AC
213J,Krishnarajendra Market,Bokipura,15,33.8,96,AC
213K,Krishnarajendra Market,Gundanjaneya Swamy Temple,16,33.4,104,AC
213L,Krishnarajendra Market,Hosa Doddi,15,28.7,106,AC
213M,Krishnarajendra Market,Allalasandra,21,37,82,AC
213N,Kempegowda Bus Station,Nettigere,25,32.7,112,AC
213P,Krishnarajendra Market,TAYAPPANA DODDI,18,38.5,93,AC
213Q,Krishnarajendra Market,Muthurayapura,16,35.6,103,AC
213QA,Krishnarajendra Market,Gottigehalli,23,36.5,100,AC
213T,Krishnarajendra Market,Veerasandra,18,29.7,96,AC
213V,Krishnarajendra Market,Harohalli,30,38.9,119,AC
213Z,Kempegowda Bus Station,Harohalli,21,42.9,98,AC
214,Krishnarajendra Market,Tattaguppe,18,32.3,106,AC
214A,Shivajinagar Bus Station,Tattaguppe,23,34,80,AC
214B,Krishnarajendra Market,Girigowdana Doddi,16,33,63,AC
214C,Kempegowda Bus Station,Mukkodlu,25,35,78,AC
214D,Krishnarajendra Market,Taralu ESTATE,17,28,96,AC
214E,Krishnarajendra Market,Muninagara,30,32.3,73,AC
214G,Krishnarajendra Market,Gottigehalli,25,36.3,99,AC
214H,Krishnarajendra Market,Gullahatti Kaval,19,35.2,118,AC
214J,Krishnarajendra Market,Nallakkanadoddi,18,26.5,77,AC
214K,Banashankari Bus Station,Tattaguppe,20,22.5,111,AC
214L,Krishnarajendra Market,KADUJAKKASANDRA,24,39.3,106,AC
215,Krishnarajendra Market,Amruth Nagara,23,17.9,113,AC
215A,Krishnarajendra Market,Kothnuru Kanakapura Road,19,12.9,68,AC
215AB,Banashankari Bus Station,Kothnuru Kanakapura Road,28,12.9,61,AC
215B,Krishnarajendra Market,Avalahalli BDA Layout,23,17.9,104,AC
215BA,Krishnarajendra Market,Narayana Nagara,27,15.5,101,AC
215BB,BANASHANKARI TTMC,VADDARAPALYA,16,7.8,93,AC
215C,Krishnarajendra Market,Jambusavari dinne,23,14.8,74,AC
215CA,Jayanagara Bus Stand,Jambusavari dinne,24,8.5,77,AC
215CB,Jayanagara Bus Stand,Kothnuru Kanakapura Road,26,8,82,AC
215CD,Jayanagara Bus Stand,J Srinivasa Reddy Layout,27,12.6,92,AC
215D,Kempegowda Bus Station,Eshwara Layout,30,15.8,69,AC
215E,Kempegowda Bus Station,Eshwara Layout,23,15.8,106,AC
215H,Kempegowda Bus Station,Jambusavari dinne,25,17.2,60,AC
215HA,Kempegowda Bus Station,Lal Bahadur Shastri Nagara Anjanapura,23,21.2,81,AC
215HB,Jambusavari dinne,Yeshwanthpur TTMC,22,24.4,71,AC
215J,Kempegowda Bus Station,Kothnuru Kanakapura Road,27,16.1,98,AC
215K,Krishnarajendra Market,Anjanapura,29,14.5,112,AC
215M,Kempegowda Bus Station,Vinayaka Nagara Telecome Layout,22,15.5,71,AC
215MA,Jayanagara Bus Stand,Arekere MICO Layout,19,8,109,AC
215N,Kempegowda Bus Station,Anjanapura,23,21.2,88,AC
215NA,Kempegowda Bus Station,Amruth Nagara,27,22.5,79,AC
215NB,Kempegowda Bus Station,Nandhi Garden,18,17.9,89,AC
215NC,Kempegowda Bus Station,Kembhathahalli,20,20,95,AC
215P,Kempegowda Bus Station,Sowdamini Kalyana Mantapa,28,15.2,64,AC
215R,Kempegowda Bus Station,Kothnuru Kanakapura Road,23,17,81,AC
215T,Krishnarajendra Market,Tulasipura,23,15.6,71,AC
215U,Shivajinagar Bus Station,Kothnuru Kanakapura Road,28,20,78,AC
215W,Banashankari Bus Station,Banashankari Bus Station,20,21.2,91,AC
215X,Krishnarajendra Market,Thippasandra,15,13.8,116,AC
215Y,Banashankari Bus Station,Banashankari Bus Station,21,21.2,111,AC
215Z,Krishnarajendra Market,Bannerughatta Circle,30,29.2,89,AC
215ZA,BANASHANKARI TTMC,Anekal Bus Stand,21,43.84,112,AC
216,Krishnarajendra Market,Banjara Palya,29,28.6,68,AC
216B,Krishnarajendra Market,Bade Katte,19,27,86,AC
217,Sompura,Krishnarajendra Market,15,19,80,AC
217B,Krishnarajendra Market,Kengeri TTMC,23,36.5,84,AC
217C,Sompura,Kempegowda Bus Station,27,23,84,AC
217D,Kempegowda Bus Station,Balaji Badavane,27,18.5,104,AC
218,Kambipura,Krishnarajendra Market,24,18.8,91,AC
218A,Kambipura,Kempegowda Bus Station,15,22.5,78,AC
218B,Kambipura,Shivajinagar Bus Station,24,23.9,104,AC
219A,Krishnarajendra Market,Krishnarajendra Market,17,47.6,103,AC
220A,Krishnarajendra Market,Dubasi Palya,15,12.5,111,AC
220D,Doddabele,Krishnarajendra Market,24,15.7,65,AC
220E,Kempegowda Bus Station,Doddabele,30,15,113,AC
221,Krishnarajendra Market,Gulganjanahalli,23,27.9,77,AC
221B,Krishnarajendra Market,Tavare Kere,18,29,80,AC
221D,Kengeri Bandemata Badavane,Krishnarajendra Market,26,17.4,87,AC
221E,Ramasandra,Krishnarajendra Market,26,20.32,120,AC
221F,Hunisemarada Palya,Kempegowda Bus Station,17,19,79,AC
221G,Kengeri Bandemata Badavane,Kempegowda Bus Station,25,18.2,115,AC
221H,Bettana Palya,Krishnarajendra Market,26,20.5,72,AC
221J,Tavarekere Magadi Road,Krishnarajendra Market,15,29.6,77,AC
221K,Krishnarajendra Market,Kommagatta,19,17.5,88,AC
221L,Krishnarajendra Market,Nelamangala,27,40.4,72,AC
222A,Kengeri Satelite Town,Kempegowda Bus Station,22,17.1,120,AC
222C,Nagadevanahalli RR Temple,Kempegowda Bus Station,23,20.5,101,AC
222D,Krishnarajendra Market,Kengeri Satelite Town,29,22.9,120,AC
222F,Shirke KHB Quarters,Kempegowda Bus Station,29,18.4,79,AC
222K,Shirke KHB Quarters,Shivajinagar Bus Station,29,22.7,107,AC
222M,Banashankari Bus Station,Tavare Kere Magadi Road,15,31,89,AC
222N,Jnana bharthi layout,Kempegowda Bus Station,25,18.9,94,AC
223A,Doddabasthi,Shivajinagar Bus Station,21,21.6,75,AC
223D,Krishnarajendra Market,Doddabasthi,24,14.9,71,AC
223E,Ramasandra,Krishnarajendra Market,22,19.36,91,AC
223F,Sulikere,Krishnarajendra Market,21,18.9,80,AC
223G,Doddabasthi,Krishnarajendra Market,21,16.5,92,AC
223H,Dhananayakanahalli,Krishnarajendra Market,30,15.9,109,AC
223L,Maruthi Nagara,Krishnarajendra Market,16,14.8,67,AC
223N,Krishnarajendra Market,Jnana Jyothi Nagara 2nd Phase,27,12.8,101,AC
223P,Upkar Residency Layout,Kempegowda Bus Station,15,14.1,75,AC
223PA,Kempegowda Bus Station,Upkar Residency Layout,16,14.5,111,AC
223Q,Krishnarajendra Market,Upkar Residency Layout,30,14,68,AC
224,Krishnarajendra Market,Karubele,23,18.85,99,AC
224A,Krishnarajendra Market,Varahasandra,24,18.6,77,AC
224C,Kempegowda Bus Station,Karubele,24,19,69,AC
224D,Krishnarajendra Market,Doddipalya,20,20.2,117,AC
224E,Krishnarajendra Market,Krishnarajendra Market,24,36.5,76,AC
225,Channasandra,Krishnarajendra Market,25,15.9,93,AC
225A,BGS Health City,Krishnarajendra Market,23,18.1,78,AC
225AB,Srinivasapura Colony,Kempegowda Bus Station,28,16,80,AC
225B,BEML Layout 5th Stage,Jayanagara 9th Block,30,18.5,95,AC
225C,BEML Layout 5th Stage,Kempegowda Bus Station,25,17.5,64,AC
225CB,BHEL Layout,Kempegowda Bus Station,15,17.8,68,AC
225CF,BGS Hospital,Kempegowda Bus Station,29,20,100,AC
225D,BHEL Concrode Layout,Kempegowda Bus Station,17,17.4,96,AC
225DA,BHEL Concrode Layout,Krishnarajendra Market,15,13.8,115,AC
225F,Kariyana Palya,Krishnarajendra Market,16,16.51,114,AC
225G,Bangarappa Nagara,Kempegowda Bus Station,22,16.7,72,AC
225J,BEML Layout 5th Stage,Kempegowda Bus Station,22,17.5,113,AC
225K,BHEL Layout Maramma Temple,Krishnarajendra Market,23,13.8,76,AC
225L,BEML Layout 5th Stage,Yeshwanathapura new railway station,21,17.9,110,AC
225P,Bangarappa Nagara,Krishnarajendra Market,30,15,83,AC
226,Billa Kempanahalli,Krishnarajendra Market,22,27.8,96,AC
226A,Kempegowda Bus Station,Hampapura,25,30.2,100,AC
226B,Krishnarajendra Market,Hampapura,29,26.2,105,AC
226C,Thimmappana Palya,Krishnarajendra Market,20,27.1,83,AC
226D,Vajara Halli,Krishnarajendra Market,28,29.6,71,AC
226E,Channegowdana Doddi,Krishnarajendra Market,27,30.2,93,AC
226F,Bidadi,Krishnarajendra Market,30,32.3,116,AC
226G,Bidadi,Shivajinagar Bus Station,22,35.8,78,AC
226H,Bidadi,Banashankari Bus Station,23,32.5,112,AC
226J,Thimmappana Palya,Kempegowda Bus Station,17,28.6,94,AC
226K,Shanumangala,Krishnarajendra Market,24,31.1,92,AC
226L,Hakki Pikki Colony,Krishnarajendra Market,15,27,93,AC
226M,Krishnarajendra Market,Bidadi,24,38.6,100,AC
226N,Bidadi,Kempegowda Bus Station,20,30.8,118,AC
226NA,Kempaiahanapalya,Kempegowda Bus Station,15,43.5,78,AC
226P,Karenahalli,Krishnarajendra Market,27,39,83,AC
226Q,Bidadi,Kempegowda Bus Station,28,32.8,89,AC
226R,Parasanapalya,Krishnarajendra Market,20,33.6,61,AC
226S,Anchipura Colony,Krishnarajendra Market,30,37.8,97,AC
226SB,Byramangala,Kempegowda Bus Station,21,41.5,113,AC
226T,Krishnarajendra Market,Talaguppe,20,30.6,72,AC
226U,Kenchanaguppe,Krishnarajendra Market,24,32,109,AC
226V,Thoredoddi,Krishnarajendra Market,15,38.4,118,AC
226VA,M Gopahalli,Krishnarajendra Market,17,41.8,117,AC
226VB,Annahalli,Krishnarajendra Market,20,46.9,64,AC
226VC,Manchegowdana palya,Krishnarajendra Market,17,44.1,91,AC
226Z,Bidadi,Hullalu,30,30,103,AC
227A,Krishnarajendra Market,Mayasandra,19,32.4,83,AC
227B,Krishnarajendra Market,Tavare Kere,19,33.5,110,AC
227BA,Kempegowda Bus Station,Tavare Kere,23,34,86,AC
227C,Beemanakuppe,Krishnarajendra Market,22,20.5,119,AC
227CA,Beemanakuppe,Kempegowda Bus Station,16,20,110,AC
227D,Uddandalli,Krishnarajendra Market,16,25.5,89,AC
227E,Huluvenahalli,Krishnarajendra Market,20,30.7,110,AC
227F,Chikkanahalli,Krishnarajendra Market,18,33.7,113,AC
227G,Krishnarajendra Market,Subbarayappana Palya,30,22.5,112,AC
227H,Krishnarajendra Market,Kurubarapalya,21,28.9,99,AC
227J,Malligondanahalli,Krishnarajendra Market,25,23.5,87,AC
227K,Basammanahalli,Krishnarajendra Market,19,34.7,79,AC
227L,Alammana Palya,Krishnarajendra Market,17,32.5,69,AC
227M,Krishnarajendra Market,Magadi,22,58.8,111,AC
227N,Krishnarajendra Market,Punugumaranahalli,23,29,97,AC
227NA,Madapatna,Krishnarajendra Market,19,30.5,86,AC
227P,Krishnarajendra Market,Hunnigere,29,31.5,64,AC
227Q,Doddamaranahalli,Krishnarajendra Market,26,28.8,70,AC
227R,Byalalu Janatha Colony,Krishnarajendra Market,28,28.4,81,AC
227RC,Chandrappa Circle,Krishnarajendra Market,21,31,115,AC
227S,Krishnarajendra Market,Gollahalli,29,31.1,119,AC
227T,CK Thandya,Krishnarajendra Market,25,26,113,AC
227U,Hagalahalli,Krishnarajendra Market,27,38.9,86,AC
227UB,Gungarahalli,Krishnarajendra Market,27,45.3,90,AC
227V,Manchanabele,Krishnarajendra Market,26,35.8,102,AC
227VA,Krishnarajendra Market,Veeregowdana Doddi,19,44.4,69,AC
227VB,Krishnarajendra Market,Gadigaiahana Doddi,22,37.9,119,AC
227VC,Krishnarajendra Market,Dabbaguli Manchanabele,18,38.1,79,AC
227W,Avarehalli,Krishnarajendra Market,28,38.7,106,AC
227Y,MUKTHINAGA TEMPLE CROSS,Krishnarajendra Market,20,25.6,84,AC
227Z,Sugganahalli,Krishnarajendra Market,16,44.9,73,AC
227ZA,Thirumalapura,Krishnarajendra Market,18,45,70,AC
228,Krishnarajendra Market,Gonipura,30,24.5,69,AC
228A,Parasanapalya,Krishnarajendra Market,21,31,85,AC
228B,Krishnarajendra Market,Thittahalli,25,28.5,73,AC
228C,Dodda Kuntanahalli,Krishnarajendra Market,17,27.8,93,AC
228E,Krishnarajendra Market,Thippuru,24,28.1,114,AC
228F,Chikka Kuntanahalli,Krishnarajendra Market,16,29.2,91,AC
228H,Thippuru,Kempegowda Bus Station,29,32,90,AC
228J,Krishnarajendra Market,Srinivasapura,22,27,102,AC
228K,Bidadi,Kempegowda Bus Station,16,40,116,AC
228L,Dodda Kuntanahalli,Kempegowda Bus Station,18,28.3,113,AC
229,Gaviyana Palya,Krishnarajendra Market,29,24.2,87,AC
229A,Gaviyana Palya,Krishnarajendra Market,24,25.2,116,AC
229D,Kaggalipura,Krishnarajendra Market,15,30.6,101,AC
230,Byrohalli,Krishnarajendra Market,25,21.4,107,AC
230A,Bettana Palya,Krishnarajendra Market,22,18.9,79,AC
231,Mayasandra,Krishnarajendra Market,17,29,106,AC
231A,Avaragere,Krishnarajendra Market,30,32,85,AC
231B,Bannikuppe,Krishnarajendra Market,19,29.2,75,AC
231C,Krishnarajendra Market,Muthurayanagudi Palya,23,33,71,AC
231D,Bethimgere,Krishnarajendra Market,30,31.3,72,AC
231E,Ganakkal,Krishnarajendra Market,28,32.4,89,AC
231F,Kakaramana Halli,Krishnarajendra Market,18,35.4,62,AC
231G,Krishnarajendra Market,Kempa Dyapanahalli,17,31,95,AC
231H,Krishnarajendra Market,Devalingaiah Palya,28,24.4,86,AC
231J,Guddadahalli Dinne,Krishnarajendra Market,23,37.3,88,AC
231K,Bidadi,Krishnarajendra Market,18,37,78,AC
231L,Ganakkal,Kempegowda Bus Station,16,32.8,120,AC
231P,Bidadi,Krishnarajendra Market,19,41,94,AC
234,Krishnarajendra Market,Manganahalli,26,15.8,114,AC
234A,Hullala Upanagara,Krishnarajendra Market,16,27.8,82,AC
234E,Kempegowda Bus Station,Hullala Upanagara,28,20.7,84,AC
234F,Shivajinagar Bus Station,AGS Layout Manganahalli,18,20,98,AC
235A,Nagarabhavi Village,Krishnarajendra Market,26,13.9,82,AC
235AA,Krishnarajendra Market,Ambedkar College,24,13.5,67,AC
235AB,Krishnarajendra Market,Bangalore University Gate Mysore Road,29,15.5,117,AC
235B,Kempegowda Bus Station,Chikkanahalli,16,18.3,65,AC
235C,Kempegowda Bus Station,Government Sub-Urban Press,24,29.8,120,AC
235D,Sulikere,Kempegowda Bus Station,29,21.2,114,AC
235E,Kempegowda Bus Station,Papareddy Palya,25,20.6,105,AC
235F,Kempegowda Bus Station,Sports Authority of India,27,14.6,69,AC
235H,Bande Maramma Bus Station,Jayanagara 9th Block,28,19.4,76,AC
235K,Kempegowda Bus Station,Doddabasthi,15,16.8,68,AC
235P,Kempegowda Bus Station,Chikkanahalli,25,17.9,92,AC
235Q,Maruthi Nagara,Kempegowda Bus Station,17,20,82,AC
237,Panchsheela Nagara,Krishnarajendra Market,26,17.6,69,AC
237C,Shivajinagar Bus Station,Bande Maramma Bus Station,25,14.6,78,AC
237D,Chowdeshwari Bus Stand JP Park,Bande Maramma Bus Station,26,18.7,114,AC
237J,Jayanagara 9th Block,Bande Maramma Bus Station,17,16.2,115,AC
238,Nrupatunga Nagar,Kempegowda Bus Station,26,12.4,66,AC
238A,Chandra Layout 1st Stage,Kempegowda Bus Station,15,13,118,AC
238AB,ITI Layout,Kempegowda Bus Station,21,15.18,72,AC
238B,Nrupatunga Nagar,Kempegowda Bus Station,26,12.9,108,AC
238C,Kempegowda Bus Station,Bande Maramma Bus Station,21,10.2,108,AC
238G,Nrupatunga Nagar,Malleshwaram 18th Cross,22,14.6,61,AC
238K,Krishnarajendra Market,Bande Maramma Bus Station,29,12.8,113,AC
238L,Nrupatunga Nagar,Kempegowda Bus Station,30,12.4,104,AC
238S,Krishnarajendra Market,Annapoorneshwari Nagara,18,17.4,100,AC
238U,Kempegowda Bus Station,Ambedkar College Circle,17,13.8,107,AC
238UB,Byadarahalli,Kempegowda Bus Station,25,19.8,88,AC
238V,Ambedkar College Circle,Kempegowda Bus Station,26,11.6,75,AC
238VA,Bande Maramma Bus Station,Shivajinagar Bus Station,27,18,113,AC
238VB,Byadarahalli,Kempegowda Bus Station,20,17.6,105,AC
238VR,Ambedkar College Circle,City Railway Station,30,13.8,60,AC
238W,Kempegowda Bus Station,Narasipura,20,16.05,104,AC
238Z,Amma Ashrama,Shivajinagar Bus Station,20,18.4,81,AC
238ZA,Hullala Upanagara,Kempegowda Bus Station,27,18.6,62,AC
239A,BEML Layout 5th Stage,Shivajinagar Bus Station,25,17.6,66,AC
239B,BHEL Layout Maramma Temple,Shivajinagar Bus Station,26,18.8,62,AC
239C,Bangalore Children Hospital,Kempegowda Bus Station,27,19.5,67,AC
239D,Bangarappa Nagara,Shivajinagar Bus Station,26,17.9,94,AC
240,Machohalli,Krishnarajendra Market,25,19.5,107,AC
240A,Shivajinagar Bus Station,Machohalli,28,21.2,92,AC
240BA,Krishnarajendra Market,Siddartha Badavane,22,18.74,82,AC
240C,Kachohalli,Krishnarajendra Market,27,17.4,98,AC
240D,Gollarahatti,Kempegowda Bus Station,20,15.5,94,AC
240E,Bylakonenahalli,Krishnarajendra Market,25,20.5,93,AC
240J,Chikkamaskal,Krishnarajendra Market,18,50,67,AC
240K,Biskur,Krishnarajendra Market,28,72.3,62,AC
240M,Magadi,Krishnarajendra Market,19,54.94,117,AC
240N,Helige Halli Colony,Krishnarajendra Market,30,61.74,66,AC
240P,Machohalli,Jayanagara 9th Block,30,28.5,108,AC
240R,Kachohalli,Kempegowda Bus Station,21,17,77,AC
241,Kenchanapura,Krishnarajendra Market,24,20.3,78,AC
241B,Kempegowda Bus Station,Kenchanapura,17,19.8,98,AC
241C,Yale Kodigehalli,Krishnarajendra Market,20,18.7,76,AC
241CB,Yale Kodigehalli,Kempegowda Bus Station,26,17.2,101,AC
241CJ,Gnanashakti Nagar,Krishnarajendra Market,28,19.4,97,AC
241CN,Ashraya Badavane,Krishnarajendra Market,18,17.7,119,AC
241D,Bharathnagar 2nd Stage,Kempegowda Bus Station,20,19.6,107,AC
241E,Laxmaiah Badavane,Krishnarajendra Market,19,17.5,74,AC
241G,Seegehalli,Krishnarajendra Market,15,23,119,AC
241K,Sulikere,Krishnarajendra Market,22,22.3,62,AC
241L,Kenchanapura,Shivajinagar Bus Station,23,25.3,76,AC
241M,Savanadurga,Krishnarajendra Market,26,64,102,AC
241N,Bramha Devara Gudda,Krishnarajendra Market,30,16.7,109,AC
241Q,Madeshwara Nagara,Shivajinagar Bus Station,18,18,95,AC
241S,Hullala Upanagara,Shivajinagar Bus Station,20,24.3,86,AC
242,Tavare Kere Magadi Road,Krishnarajendra Market,29,25.1,68,AC
242AA,Tavare Kere Magadi Road,Banashankari Bus Station,17,31.6,69,AC
242B,Tavare Kere Magadi Road,Kempegowda Bus Station,17,22.9,72,AC
242CB,Thunga Nagara,Kempegowda Bus Station,18,13.6,70,AC
242D,Annapoorneshwari Nagara,Krishnarajendra Market,23,14.4,76,AC
242E,Cholanayakanahalli,Krishnarajendra Market,21,31.9,69,AC
242F,Yelachaguppe,Krishnarajendra Market,15,27.4,93,AC
242FA,Krishnarajendra Market,Gidada Palya,20,24,116,AC
242FB,Yelachaguppe,Kempegowda Bus Station,22,26.2,112,AC
